headline,url,title
"Review: Those Movies, Himself — Bertrand Tavernier’s Tour of French Cinema",https://www.nytimes.com/2017/06/22/movies/my-journey-through-french-cinema-review-bertrand-tavernier.html,"Review: Those Movies, Himself — Bertrand Tavernier Review"
"Review: In ‘The Big Sick,’ Comedy Is Hard, Love Harder",https://www.nytimes.com/2017/06/22/movies/the-big-sick-review-kumail-nanjiani.html,"The Big Sick, Review"
Review: Finding Love (and Slapstick) While ‘Lost in Paris’,https://www.nytimes.com/2017/06/15/movies/lost-in-paris-review.html,Lost in Paris Review
"Review: In ‘Vincent N Roxxy,’ Love Is in the Air, N So Is Fear",https://www.nytimes.com/2017/06/01/movies/vincent-n-roxxy-review.html,"Vincent N Roxxy, Review"
"Review: ‘Everything, Everything’ Pits Love Against Disease",https://www.nytimes.com/2017/05/18/movies/everything-everything-review.html,"Everything, Everything Review"
Review: ‘Hounds of Love’ Is Tense and Deadly Down Under,https://www.nytimes.com/2017/05/11/movies/hounds-of-love-review.html,Hounds of Love Review
Review: ‘Harold and Lillian’ Introduces a Hollywood Power Couple,https://www.nytimes.com/2017/04/27/movies/harold-and-lillian-review.html,Harold and Lillian Review
"Review: In ‘The Happiest Day in the Life of Olli Maki,’ Love and Life on the Ropes",https://www.nytimes.com/2017/04/20/movies/the-happiest-day-in-the-life-of-olli-maki-review.html,"The Happiest Day in the Life of Olli Maki, Review"
Review: ‘The Promise’ Finds a Love Triangle in Constantinople,https://www.nytimes.com/2017/04/20/movies/the-promise-review-oscar-isaac.html,The Promise Review
"Review: ‘Frantz,’ a Mysterious Frenchman and the Wounds of War",https://www.nytimes.com/2017/03/14/movies/frantz-review.html,"Frantz, Review"
Review: A Combustible Pair Find Love in ‘The Other Half’,https://www.nytimes.com/2017/03/09/movies/the-other-half-review-tatiana-maslany.html,The Other Half Review
"Review: Love as the World Wars, in ‘The Ottoman Lieutenant’",https://www.nytimes.com/2017/03/09/movies/review-the-ottoman-lieutenant.html,The Ottoman Lieutenant Review
Review: It’s All Mirth and Taxes in ‘Love & Taxes’,https://www.nytimes.com/2017/03/02/movies/love-taxes-review.html,Review: It Review
"Review: ‘Everybody Loves Somebody,’ a Rom-Com With Bite",https://www.nytimes.com/2017/02/16/movies/everybody-loves-somebody-review.html,"Everybody Loves Somebody, Review"
"Review: Cute Cats of ‘Kedi,’ Rekindling a ‘Love of Life’",https://www.nytimes.com/2017/02/09/movies/kedi-review.html,"Kedi, Review"
